State,Year,Month,Civilian non-institutional population,Civilian labor force,Employed,Unemployed
South Carolina,2016,2,"3,859,925","2,293,423","2,169,928","123,495"
South Dakota,2016,2,"651,504","451,361","438,525","12,836"
Tennessee,2016,2,"5,188,891","3,091,802","2,946,061","145,741"
Texas,2016,2,"20,766,409","13,234,764","12,649,925","584,839"
Utah,2016,2,"2,171,376","1,486,078","1,432,542","53,536"
Vermont,2016,2,"514,593","344,012","332,618","11,394"
Virginia,2016,2,"6,521,459","4,221,083","4,050,676","170,407"
Washington,2016,2,"5,685,893","3,612,356","3,414,157","198,199"
West Virginia,2016,2,"1,475,592","783,165","732,842","50,323"
Wisconsin,2016,2,"4,556,043","3,119,468","2,988,038","131,430"
Wyoming,2016,2,"450,736","303,454","287,103","16,351"
Alabama,2016,3,"3,809,182","2,175,985","2,047,937","128,048"
Alaska,2016,3,"544,918","362,317","337,721","24,596"
Arizona,2016,3,"5,349,761","3,214,545","3,038,110","176,435"
Arkansas,2016,3,"2,306,647","1,338,608","1,283,913","54,695"
California,2016,3,"30,509,377","18,970,327","17,914,453","1,055,874"
Los Angeles County,2016,3,"8,038,308","5,013,708","4,743,586","270,122"
Colorado,2016,3,"4,294,240","2,869,786","2,770,611","99,175"
Connecticut,2016,3,"2,872,488","1,885,281","1,784,062","101,219"
Delaware,2016,3,"751,171","471,918","450,572","21,346"
District of Columbia,2016,3,"561,329","393,847","369,451","24,396"
Florida,2016,3,"16,504,735","9,727,593","9,255,436","472,157"
Georgia,2016,3,"7,845,189","4,866,685","4,603,473","263,212"
Hawaii,2016,3,"1,091,405","679,536","658,903","20,633"
Idaho,2016,3,"1,264,259","809,281","777,715","31,566"
Illinois,2016,3,"10,048,947","6,577,603","6,176,953","400,650"
Indiana,2016,3,"5,135,651","3,333,489","3,176,736","156,753"
Iowa,2016,3,"2,437,532","1,696,676","1,634,926","61,750"
Kansas,2016,3,"2,210,186","1,487,516","1,428,684","58,832"
Kentucky,2016,3,"3,453,164","2,001,105","1,897,720","103,385"
Louisiana,2016,3,"3,578,431","2,134,513","2,003,738","130,775"
Maine,2016,3,"1,092,565","686,265","659,657","26,608"
Maryland,2016,3,"4,707,061","3,154,121","3,012,566","141,555"
Massachusetts,2016,3,"5,528,642","3,598,313","3,451,350","146,963"
Michigan,2016,3,"7,903,806","4,828,596","4,590,759","237,837"
Minnesota,2016,3,"4,305,278","3,027,550","2,914,689","112,861"
Mississippi,2016,3,"2,281,683","1,277,527","1,201,196","76,331"
Missouri,2016,3,"4,745,625","3,084,241","2,948,582","135,659"
Montana,2016,3,"820,116","522,190","500,041","22,149"
Nebraska,2016,3,"1,448,234","1,009,703","979,103","30,600"
Nevada,2016,3,"2,264,772","1,418,018","1,333,260","84,758"
New Hampshire,2016,3,"1,094,007","750,040","728,596","21,444"
New Jersey,2016,3,"7,023,116","4,481,577","4,254,203","227,374"
New Mexico,2016,3,"1,615,024","936,689","875,097","61,592"
New York,2016,3,"15,724,854","9,579,507","9,119,809","459,698"
New York city,2016,3,"6,810,843","4,116,657","3,901,155","215,502"
North Carolina,2016,3,"7,870,681","4,836,197","4,588,514","247,683"
North Dakota,2016,3,"579,871","412,508","399,025","13,483"
Ohio,2016,3,"9,143,561","5,745,542","5,458,418","287,124"
Oklahoma,2016,3,"2,984,876","1,835,582","1,748,477","87,105"
Oregon,2016,3,"3,257,971","2,034,536","1,932,529","102,007"
Pennsylvania,2016,3,"10,221,640","6,454,582","6,108,468","346,114"
Rhode Island,2016,3,"856,697","553,684","523,860","29,824"
South Carolina,2016,3,"3,865,078","2,294,748","2,172,723","122,025"
South Dakota,2016,3,"651,966","451,611","438,723","12,888"
Tennessee,2016,3,"5,193,013","3,098,004","2,953,586","144,418"
Texas,2016,3,"20,797,311","13,257,970","12,669,432","588,538"
Utah,2016,3,"2,175,801","1,490,527","1,437,096","53,431"
Vermont,2016,3,"514,566","344,235","332,889","11,346"
Virginia,2016,3,"6,523,525","4,223,683","4,053,627","170,056"
Washington,2016,3,"5,694,571","3,621,268","3,424,072","197,196"
West Virginia,2016,3,"1,474,918","783,326","733,270","50,056"
Wisconsin,2016,3,"4,557,505","3,121,563","2,991,754","129,809"
Wyoming,2016,3,"450,615","303,335","286,366","16,969"
Alabama,2016,4,"3,810,556","2,176,610","2,049,567","127,043"
Alaska,2016,4,"545,235","362,235","337,520","24,715"
Arizona,2016,4,"5,358,687","3,220,718","3,045,127","175,591"
Arkansas,2016,4,"2,307,682","1,338,900","1,284,824","54,076"
California,2016,4,"30,532,884","18,984,487","17,934,428","1,050,059"
Los Angeles County,2016,4,"8,042,257","5,020,430","4,753,526","266,904"
Colorado,2016,4,"4,301,469","2,875,505","2,776,260","99,245"
Connecticut,2016,4,"2,872,547","1,887,611","1,787,256","100,355"
Delaware,2016,4,"751,782","471,907","450,661","21,246"
District of Columbia,2016,4,"561,966","394,042","369,911","24,131"
Florida,2016,4,"16,533,406","9,740,951","9,272,309","468,642"
Georgia,2016,4,"7,855,886","4,879,584","4,618,035","261,549"
Hawaii,2016,4,"1,091,867","680,322","659,690","20,632"
Idaho,2016,4,"1,266,603","810,859","779,465","31,394"
Illinois,2016,4,"10,048,401","6,571,787","6,175,766","396,021"
Indiana,2016,4,"5,138,255","3,335,181","3,179,546","155,635"
Iowa,2016,4,"2,438,332","1,694,652","1,632,809","61,843"
Kansas,2016,4,"2,210,837","1,485,963","1,426,864","59,099"
Kentucky,2016,4,"3,454,521","2,003,121","1,901,107","102,014"
Louisiana,2016,4,"3,579,734","2,131,255","2,000,925","130,330"
Maine,2016,4,"1,092,809","687,866","661,409","26,457"
Maryland,2016,4,"4,708,057","3,155,461","3,014,940","140,521"
Massachusetts,2016,4,"5,531,635","3,602,471","3,459,357","143,114"
Michigan,2016,4,"7,906,547","4,835,043","4,596,255","238,788"
Minnesota,2016,4,"4,308,205","3,029,031","2,915,312","113,719"
Mississippi,2016,4,"2,282,123","1,276,873","1,201,286","75,587"
Missouri,2016,4,"4,747,124","3,084,431","2,946,339","138,092"
Montana,2016,4,"820,814","522,300","500,176","22,124"
Nebraska,2016,4,"1,449,196","1,009,604","978,924","30,680"
Nevada,2016,4,"2,268,393","1,419,439","1,335,810","83,629"
New Hampshire,2016,4,"1,094,660","750,556","729,086","21,470"
New Jersey,2016,4,"7,024,304","4,479,689","4,251,164","228,525"
New Mexico,2016,4,"1,615,550","936,998","875,018","61,980"
New York,2016,4,"15,725,331","9,564,084","9,106,300","457,784"
New York city,2016,4,"6,812,149","4,113,769","3,899,948","213,821"
North Carolina,2016,4,"7,880,306","4,840,535","4,595,687","244,848"
North Dakota,2016,4,"579,758","412,596","399,083","13,513"
Ohio,2016,4,"9,145,859","5,744,589","5,458,776","285,813"
Oklahoma,2016,4,"2,986,347","1,833,787","1,745,479","88,308"
Oregon,2016,4,"3,263,596","2,039,723","1,937,623","102,100"
Pennsylvania,2016,4,"10,222,380","6,453,865","6,104,727","349,138"
Rhode Island,2016,4,"856,839","553,676","523,921","29,755"
South Carolina,2016,4,"3,870,572","2,295,683","2,175,240","120,443"
South Dakota,2016,4,"652,498","451,947","438,929","13,018"
Tennessee,2016,4,"5,197,388","3,104,148","2,959,792","144,356"
Texas,2016,4,"20,830,112","13,280,901","12,684,335","596,566"
Utah,2016,4,"2,180,337","1,494,995","1,441,914","53,081"
Vermont,2016,4,"514,563","344,432","333,124","11,308"
Virginia,2016,4,"6,526,724","4,226,269","4,055,795","170,474"
Washington,2016,4,"5,703,796","3,628,467","3,432,445","196,022"
West Virginia,2016,4,"1,474,306","783,171","733,639","49,532"
Wisconsin,2016,4,"4,559,034","3,122,575","2,994,376","128,199"
Wyoming,2016,4,"450,552","302,924","285,641","17,283"
Alabama,2016,5,"3,811,942","2,177,744","2,051,324","126,420"
Alaska,2016,5,"545,611","362,074","337,261","24,813"
Arizona,2016,5,"5,367,697","3,226,583","3,051,523","175,060"
Arkansas,2016,5,"2,308,716","1,339,336","1,285,666","53,670"
California,2016,5,"30,555,904","19,000,500","17,953,279","1,047,221"
Los Angeles County,2016,5,"8,045,986","5,026,590","4,761,525","265,065"
Colorado,2016,5,"4,308,836","2,881,161","2,782,143","99,018"
Connecticut,2016,5,"2,872,661","1,890,173","1,790,551","99,622"
Delaware,2016,5,"752,413","471,862","450,673","21,189"
District of Columbia,2016,5,"562,541","394,254","370,284","23,970"
Florida,2016,5,"16,562,312","9,757,831","9,290,270","467,561"
Georgia,2016,5,"7,866,506","4,892,540","4,631,611","260,929"
Hawaii,2016,5,"1,092,400","681,389","660,776","20,613"
Idaho,2016,5,"1,269,025","812,420","781,168","31,252"
Illinois,2016,5,"10,047,987","6,562,522","6,172,165","390,357"
Indiana,2016,5,"5,140,966","3,335,255","3,181,697","153,558"
Iowa,2016,5,"2,439,271","1,692,845","1,630,753","62,092"
Kansas,2016,5,"2,211,639","1,484,466","1,424,843","59,623"
Kentucky,2016,5,"3,456,015","2,006,195","1,904,989","101,206"
Louisiana,2016,5,"3,580,994","2,127,715","1,997,716","129,999"
Maine,2016,5,"1,093,078","689,420","663,097","26,323"
Maryland,2016,5,"4,708,989","3,157,689","3,017,580","140,109"
Massachusetts,2016,5,"5,534,790","3,607,409","3,467,632","139,777"
Michigan,2016,5,"7,909,380","4,841,159","4,601,005","240,154"
Minnesota,2016,5,"4,311,286","3,030,768","2,915,661","115,107"
Mississippi,2016,5,"2,282,557","1,276,655","1,201,544","75,111"
Missouri,2016,5,"4,748,813","3,085,186","2,943,398","141,788"
Montana,2016,5,"821,583","522,398","500,358","22,040"
Nebraska,2016,5,"1,450,153","1,009,547","978,707","30,840"
Nevada,2016,5,"2,271,930","1,421,354","1,338,817","82,537"
New Hampshire,2016,5,"1,095,350","751,093","729,549","21,544"
New Jersey,2016,5,"7,025,529","4,477,760","4,248,677","229,083"
New Mexico,2016,5,"1,615,997","937,271","874,881","62,390"
New York,2016,5,"15,725,735","9,550,935","9,091,949","458,986"
New York city,2016,5,"6,813,199","4,113,065","3,899,101","213,964"
North Carolina,2016,5,"7,890,085","4,845,206","4,601,914","243,292"
North Dakota,2016,5,"579,662","412,696","399,332","13,364"
Ohio,2016,5,"9,148,244","5,742,242","5,457,642","284,600"
Oklahoma,2016,5,"2,987,866","1,832,047","1,742,616","89,431"
Oregon,2016,5,"3,269,305","2,044,195","1,942,015","102,180"
Pennsylvania,2016,5,"10,223,340","6,452,585","6,101,029","351,556"
Rhode Island,2016,5,"857,059","553,680","523,987","29,693"
South Carolina,2016,5,"3,876,147","2,296,654","2,177,878","118,776"
South Dakota,2016,5,"653,066","452,368","439,160","13,208"
Tennessee,2016,5,"5,201,821","3,111,430","2,965,923","145,507"
Texas,2016,5,"20,862,603","13,305,802","12,697,623","608,179"
Utah,2016,5,"2,184,933","1,499,573","1,447,004","52,569"
Vermont,2016,5,"514,558","344,602","333,340","11,262"
Virginia,2016,5,"6,530,224","4,230,261","4,058,438","171,823"
Washington,2016,5,"5,713,214","3,635,018","3,440,149","194,869"
West Virginia,2016,5,"1,473,770","782,961","734,039","48,922"
Wisconsin,2016,5,"4,560,771","3,123,329","2,996,485","126,844"
Wyoming,2016,5,"450,528","302,195","284,943","17,252"
Alabama,2016,6,"3,813,372","2,179,914","2,053,478","126,436"
Alaska,2016,6,"545,913","361,847","336,972","24,875"
Arizona,2016,6,"5,376,707","3,232,574","3,058,027","174,547"
Arkansas,2016,6,"2,309,815","1,339,929","1,286,579","53,350"
California,2016,6,"30,579,034","19,019,232","17,973,079","1,046,153"
Los Angeles County,2016,6,"8,049,672","5,032,152","4,767,868","264,284"
Colorado,2016,6,"4,316,260","2,887,327","2,789,101","98,226"
Connecticut,2016,6,"2,872,812","1,892,592","1,793,792","98,800"
Delaware,2016,6,"753,099","471,801","450,639","21,162"
District of Columbia,2016,6,"563,153","394,532","370,630","23,902"
Florida,2016,6,"16,591,442","9,780,140","9,311,839","468,301"
Georgia,2016,6,"7,877,007","4,906,531","4,644,985","261,546"
Hawaii,2016,6,"1,092,907","682,721","662,181","20,540"
Idaho,2016,6,"1,271,434","814,052","782,932","31,120"
Illinois,2016,6,"10,047,643","6,551,737","6,167,321","384,416"
Indiana,2016,6,"5,143,797","3,334,355","3,183,653","150,702"
Iowa,2016,6,"2,440,216","1,691,281","1,628,985","62,296"
Kansas,2016,6,"2,212,446","1,483,235","1,422,937","60,298"
Kentucky,2016,6,"3,457,479","2,010,546","1,909,451","101,095"
Louisiana,2016,6,"3,582,322","2,124,011","1,994,325","129,686"
Maine,2016,6,"1,093,369","690,907","664,696","26,211"
Maryland,2016,6,"4,710,020","3,161,020","3,020,855","140,165"
Massachusetts,2016,6,"5,538,001","3,613,102","3,475,999","137,103"
Michigan,2016,6,"7,912,360","4,847,382","4,605,690","241,692"
Minnesota,2016,6,"4,314,440","3,033,097","2,916,186","116,911"
Mississippi,2016,6,"2,282,980","1,277,164","1,202,372","74,792"
Missouri,2016,6,"4,750,508","3,086,139","2,940,589","145,550"
Montana,2016,6,"822,341","522,465","500,585","21,880"
Nebraska,2016,6,"1,451,205","1,009,516","978,492","31,024"
Nevada,2016,6,"2,275,502","1,423,662","1,342,159","81,503"
New Hampshire,2016,6,"1,096,096","751,637","730,044","21,593"
New Jersey,2016,6,"7,026,821","4,475,906","4,247,446","228,460"
New Mexico,2016,6,"1,616,518","937,398","874,695","62,703"
New York,2016,6,"15,726,412","9,543,083","9,080,187","462,896"
New York city,2016,6,"6,814,186","4,114,878","3,899,141","215,737"
North Carolina,2016,6,"7,899,682","4,851,555","4,608,317","243,238"
North Dakota,2016,6,"579,581","412,789","399,704","13,085"
Ohio,2016,6,"9,150,850","5,740,347","5,455,998","284,349"
Oklahoma,2016,6,"2,989,397","1,830,671","1,740,451","90,220"
Oregon,2016,6,"3,275,079","2,048,199","1,946,308","101,891"
Pennsylvania,2016,6,"10,224,527","6,451,948","6,098,796","353,152"
Rhode Island,2016,6,"857,199","553,669","524,110","29,559"
South Carolina,2016,6,"3,881,595","2,297,516","2,180,630","116,886"
South Dakota,2016,6,"653,610","452,822","439,405","13,417"
Tennessee,2016,6,"5,206,355","3,120,065","2,972,794","147,271"
Texas,2016,6,"20,895,271","13,331,528","12,711,478","620,050"
Utah,2016,6,"2,189,534","1,504,205","1,452,230","51,975"
Vermont,2016,6,"514,586","344,754","333,559","11,195"
Virginia,2016,6,"6,533,806","4,236,047","4,062,274","173,773"
Washington,2016,6,"5,722,694","3,641,664","3,448,020","193,644"
West Virginia,2016,6,"1,473,284","782,852","734,503","48,349"
Wisconsin,2016,6,"4,562,552","3,124,225","2,998,533","125,692"
Wyoming,2016,6,"450,476","301,187","284,286","16,901"
Alabama,2016,7,"3,814,975","2,182,979","2,056,026","126,953"
Alaska,2016,7,"546,266","361,613","336,707","24,906"
Arizona,2016,7,"5,386,089","3,238,891","3,065,170","173,721"
Arkansas,2016,7,"2,311,076","1,340,483","1,287,491","52,992"
California,2016,7,"30,603,656","19,038,379","17,994,046","1,044,333"
Los Angeles County,2016,7,"8,053,392","5,037,129","4,773,371","263,758"
Colorado,2016,7,"4,323,874","2,894,043","2,797,416","96,627"
Connecticut,2016,7,"2,873,096","1,894,467","1,796,841","97,626"
Delaware,2016,7,"753,787","471,737","450,581","21,156"
District of Columbia,2016,7,"563,822","394,897","371,004","23,893"
Florida,2016,7,"16,621,563","9,807,134","9,337,571","469,563"
Georgia,2016,7,"7,887,541","4,921,529","4,658,552","262,977"
Hawaii,2016,7,"1,093,491","684,127","663,757","20,370"
Idaho,2016,7,"1,273,945","815,730","784,782","30,948"
Illinois,2016,7,"10,047,554","6,540,568","6,162,291","378,277"
Indiana,2016,7,"5,146,945","3,332,623","3,185,360","147,263"
Iowa,2016,7,"2,441,353","1,689,795","1,627,571","62,224"
Kansas,2016,7,"2,213,392","1,482,348","1,421,415","60,933"
Kentucky,2016,7,"3,459,217","2,015,731","1,914,274","101,457"
Louisiana,2016,7,"3,583,903","2,120,121","1,990,846","129,275"
Maine,2016,7,"1,093,769","692,302","666,190","26,112"
Maryland,2016,7,"4,711,376","3,165,311","3,024,916","140,395"
Massachusetts,2016,7,"5,541,586","3,619,261","3,484,124","135,137"
Michigan,2016,7,"7,915,893","4,853,563","4,610,543","243,020"
Minnesota,2016,7,"4,317,854","3,036,017","2,917,152","118,865"
Mississippi,2016,7,"2,283,602","1,278,187","1,203,843","74,344"
Missouri,2016,7,"4,752,352","3,086,459","2,938,411","148,048"
Montana,2016,7,"823,176","522,518","500,854","21,664"
Nebraska,2016,7,"1,452,302","1,009,430","978,254","31,176"
Nevada,2016,7,"2,279,253","1,426,082","1,345,586","80,496"
New Hampshire,2016,7,"1,096,874","752,170","730,592","21,578"
New Jersey,2016,7,"7,028,543","4,473,967","4,247,606","226,361"
New Mexico,2016,7,"1,617,110","937,380","874,578","62,802"
New York,2016,7,"15,728,097","9,539,996","9,072,562","467,434"
New York city,2016,7,"6,815,230","4,117,764","3,900,033","217,731"
North Carolina,2016,7,"7,909,874","4,859,953","4,615,733","244,220"
North Dakota,2016,7,"579,548","412,830","400,070","12,760"
Ohio,2016,7,"9,154,118","5,739,558","5,454,491","285,067"
Oklahoma,2016,7,"2,990,963","1,829,904","1,739,397","90,507"
Oregon,2016,7,"3,281,094","2,051,899","1,951,011","100,888"
Pennsylvania,2016,7,"10,226,412","6,451,697","6,098,351","353,346"
Rhode Island,2016,7,"857,456","553,569","524,307","29,262"
South Carolina,2016,7,"3,886,824","2,298,185","2,183,470","114,715"
South Dakota,2016,7,"654,224","453,237","439,630","13,607"
Tennessee,2016,7,"5,211,237","3,129,351","2,980,473","148,878"
Texas,2016,7,"20,928,793","13,356,210","12,726,964","629,246"
Utah,2016,7,"2,194,303","1,508,689","1,457,308","51,381"
Vermont,2016,7,"514,632","344,897","333,788","11,109"
Virginia,2016,7,"6,537,589","4,243,217","4,067,551","175,666"
Washington,2016,7,"5,732,513","3,648,670","3,456,538","192,132"
West Virginia,2016,7,"1,472,847","782,797","734,988","47,809"
Wisconsin,2016,7,"4,564,711","3,125,250","3,000,738","124,512"
Wyoming,2016,7,"450,463","300,061","283,685","16,376"
Alabama,2016,8,"3,816,721","2,186,380","2,058,626","127,754"
Alaska,2016,8,"546,441","361,426","336,495","24,931"
Arizona,2016,8,"5,395,532","3,245,590","3,072,955","172,635"
Arkansas,2016,8,"2,312,251","1,340,822","1,288,257","52,565"
California,2016,8,"30,626,295","19,055,895","18,014,599","1,041,296"
Los Angeles County,2016,8,"8,055,538","5,041,386","4,778,350","263,036"
Colorado,2016,8,"4,330,430","2,901,038","2,806,630","94,408"
Connecticut,2016,8,"2,873,701","1,895,782","1,799,624","96,158"
Delaware,2016,8,"754,528","471,709","450,537","21,172"
District of Columbia,2016,8,"564,403","395,377","371,462","23,915"
Florida,2016,8,"16,650,609","9,836,968","9,366,121","470,847"
Georgia,2016,8,"7,897,056","4,936,866","4,671,982","264,884"
Hawaii,2016,8,"1,093,864","685,410","665,279","20,131"
Idaho,2016,8,"1,276,666","817,380","786,677","30,703"
Illinois,2016,8,"10,047,797","6,530,343","6,157,339","373,004"
Indiana,2016,8,"5,149,573","3,330,464","3,186,486","143,978"
Iowa,2016,8,"2,442,403","1,688,153","1,626,330","61,823"
Kansas,2016,8,"2,213,867","1,481,715","1,420,364","61,351"
Kentucky,2016,8,"3,460,804","2,021,173","1,918,965","102,208"
Louisiana,2016,8,"3,584,220","2,116,013","1,987,234","128,779"
Maine,2016,8,"1,094,274","693,590","667,584","26,006"
Maryland,2016,8,"4,713,884","3,170,346","3,029,620","140,726"
Massachusetts,2016,8,"5,545,594","3,625,622","3,491,559","134,063"
Michigan,2016,8,"7,919,554","4,859,508","4,615,193","244,315"
Minnesota,2016,8,"4,321,328","3,039,275","2,918,624","120,651"
Mississippi,2016,8,"2,284,364","1,279,323","1,205,613","73,710"
Missouri,2016,8,"4,754,471","3,085,409","2,936,860","148,549"
Montana,2016,8,"824,143","522,601","501,159","21,442"
Nebraska,2016,8,"1,453,217","1,009,265","977,964","31,301"
Nevada,2016,8,"2,283,497","1,428,422","1,348,914","79,508"
New Hampshire,2016,8,"1,097,663","752,662","731,153","21,509"
New Jersey,2016,8,"7,031,277","4,472,131","4,248,751","223,380"
New Mexico,2016,8,"1,617,883","937,263","874,625","62,638"
New York,2016,8,"15,728,795","9,539,455","9,068,476","470,979"
New York city,2016,8,"6,813,848","4,120,059","3,901,396","218,663"
